"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"LQ","La Quinta Holdings Inc.","14.09","$1.66B","2014","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/lq",
"LH","Laboratory Corporation of America Holdings","140.1","$14.33B","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/lh",
"LADR","Ladder Capital Corp","14.18","$1.57B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ladr",
"LW","Lamb Weston Holdings, Inc.","45.66","$6.67B","2016","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/lw",
"LDR","Landauer, Inc.","50.7","$488.74M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ldr",
"LCI","Lannett Co Inc","20.05","$746.47M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lci",
"LPI","Laredo Petroleum, Inc.","12.63","$3.06B","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lpi",
"LVS","Las Vegas Sands Corp.","58.02","$45.97B","2004","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/lvs",
"LHO","LaSalle Hotel Properties","29.04","$3.29B","1998","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/lho",
"LHO^I","LaSalle Hotel Properties","25.32","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lho^i",
"LHO^J","LaSalle Hotel Properties","25.9","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lho^j",
"LTM","LATAM Airlines Group S.A.","11.22","$6.8B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/ltm",
"LDF","Latin American Discovery Fund, Inc. (The)","10.57","$71.81M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ldf",
"LGI","Lazard Global Total Return and Income Fund","16.1029","$154.67M","2004","n/a","n/a","http://www.nasdaq.com/symbol/lgi",
"LAZ","Lazard Ltd.","44.96","$5.51B","2005","Finance","Investment Managers","http://www.nasdaq.com/symbol/laz",
"LOR","Lazard World Dividend & Income Fund, Inc.","10.98","$75.54M","2005","n/a","n/a","http://www.nasdaq.com/symbol/lor",
"LZB","La-Z-Boy Incorporated","26.95","$1.32B","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/lzb",
"LCII","LCI Industries ","88","$2.19B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lcii",
"LFGR","Leaf Group Ltd.","8.15","$165.92M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/lfgr",
"LEA","Lear Corporation","147.58","$10.17B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/lea",
"LEE","Lee Enterprises, Incorporated","2.1","$118.97M","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/lee",
"BWG","Legg Mason BW Global Income Opportunities Fund Inc.","13.09","$274.76M","2012","n/a","n/a","http://www.nasdaq.com/symbol/bwg",
"LM","Legg Mason, Inc.","37.3","$3.63B","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/lm",
"LMHA","Legg Mason, Inc.","26.45","n/a","2016","Finance","Investment Managers","http://www.nasdaq.com/symbol/lmha",
"LMHB","Legg Mason, Inc.","24.21","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/lmhb",
"LEG","Leggett & Platt, Incorporated","52.08","$6.89B","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/leg",
"JBK","Lehman ABS Corporation","23.8","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/jbk",
"KTH","Lehman ABS Corporation","31.9053","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/kth",
"KTN","Lehman ABS Corporation","33.19","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ktn",
"KTP","Lehman ABS Corporation","17.28","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ktp",
"XKE","Lehman ABS Corporation","7.74","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/xke",
"LDOS","Leidos Holdings, Inc.","54.88","$8.29B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ldos",
"LEJU","Leju Holdings Limited","2.99","$417.73M","2014","Finance","Real Estate","http://www.nasdaq.com/symbol/leju",
"LC","LendingClub Corporation","5.59","$2.26B","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lc",
"LEN","Lennar Corporation","51.53","$12.08B","n/a","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/len",
"LEN.B","Lennar Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/len.b",
"LII","Lennox International, Inc.","175.09","$7.47B","1999","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lii",
"LUK","Leucadia National Corporation","24.62","$8.86B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/luk",
"LVLT","Level 3 Communications, Inc.","59.47","$21.49B","2011","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/lvlt",
"LXP","Lexington Realty Trust","9.64","$2.32B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/lxp",
"LXP^C","Lexington Realty Trust","50.2551","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lxp^c",
"LPL","LG Display Co., Ltd.","13.41","$9.6B","2004","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lpl",
"USA","Liberty All-Star Equity Fund","5.61","$1.06B","1986","n/a","n/a","http://www.nasdaq.com/symbol/usa",
"ASG","Liberty All-Star Growth Fund, Inc.","4.73","$124.57M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/asg",
"LPT","Liberty Property Trust","41.16","$6.06B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/lpt",
"LSI","Life Storage, Inc.","76.36","$3.55B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/lsi",
"LITB","LightInTheBox Holding Co., Ltd.","2.44","$168.14M","2013","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/litb",
"LNC","Lincoln National Corporation","64.95","$14.57B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/lnc",
"LNC.WS","Lincoln National Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lnc.ws",
"LNN","Lindsay Corporation","85.27","$909.23M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lnn",
"LN","LINE Corporation","34.92","$7.65B","2016","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/ln",
"LGF.A","Lions Gate Entertainment Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lgf.a",
"LGF.B","Lions Gate Entertainment Corporation","n/a","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/lgf.b",
"LAD","Lithia Motors, Inc.","91.8","$2.3B","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/lad",
"LYV","Live Nation Entertainment, Inc.","34.25","$7.04B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/lyv",
"LYG","Lloyds Banking Group Plc","3.76","$67.17B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/lyg",
"SCD","LMP Capital and Income Fund Inc.","14.24","$256.08M","2004","n/a","n/a","http://www.nasdaq.com/symbol/scd",
"LMT","Lockheed Martin Corporation","283.65","$82.1B","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/lmt",
"L","Loews Corporation","46.88","$15.78B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/l",
"LPX","Louisiana-Pacific Corporation","22.58","$3.27B","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/lpx",
"LOW","Lowe&#39;s Companies, Inc.","80.91","$69.37B","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/low",
"LXU","Lsb Industries Inc.","9.4","$267.01M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lxu",
"LKSD","LSC Communications, Inc.","21.17","$718.55M","2016","Miscellaneous","Publishing","http://www.nasdaq.com/symbol/lksd",
"LTC","LTC Properties, Inc.","47.92","$1.9B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ltc",
"LUB","Luby&#39;s, Inc.","2.52","$73.31M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/lub",
"LL","Lumber Liquidators Holdings, Inc","29.9","$848.69M","2007","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/ll",
"LXFR","Luxfer Holdings PLC","12.7","$335.28M","2012","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lxfr",
"LXFT","Luxoft Holding, Inc.","66.1","$2.2B","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/lxft",
"LUX","Luxottica Group, S.p.A.","60.31","$28.77B","1990","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/lux",
"LDL","Lydall, Inc.","50.35","$867.46M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/ldl",
"WLH","Lyon William Homes","22.95","$732.92M","2013","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/wlh",
"LYB","LyondellBasell Industries NV","80.73","$32.52B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lyb",
"MTB","M&T Bank Corporation","160.2","$24.65B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mtb",
"MTB.WS","M&T Bank Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtb.ws",
"MTB^","M&T Bank Corporation","1047.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtb^",
"MTB^C","M&T Bank Corporation","1055","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtb^c",
"MDC","M.D.C. Holdings, Inc.","33.97","$1.75B","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/mdc",
"MHO","M/I Homes, Inc.","28.54","$707.64M","1993","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/mho",
"MHO^A","M/I Homes, Inc.","26.02","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mho^a",
"MAC","Macerich Company (The)","58.77","$8.33B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mac",
"CLI","Mack-Cali Realty Corporation","26.87","$2.41B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cli",
"MGU","Macquarie Global Infrastructure Total Return Fund Inc.","24.58","$306.47M","2005","n/a","n/a","http://www.nasdaq.com/symbol/mgu",
"MIC","Macquarie Infrastructure Company","78.37","$6.46B","2004","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/mic",
"MFD","Macquarie/First Trust Global","13.08","$111.74M","2004","n/a","n/a","http://www.nasdaq.com/symbol/mfd",
"BMA","Macro Bank Inc.","89.2","$5.21B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/bma",
"M","Macy&#39;s Inc","23.44","$7.14B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/m",
"MCN","Madison Covered Call & Equity Strategy Fund","7.94","$152.99M","2004","n/a","n/a","http://www.nasdaq.com/symbol/mcn",
"MSP","Madison Strategic Sector Premium Fund","12.3252","$71.47M","2005","n/a","n/a","http://www.nasdaq.com/symbol/msp",
"MMP","Magellan Midstream Partners L.P.","73.55","$16.77B","n/a","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/mmp",
"MGA","Magna International, Inc.","44.99","$17.11B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/mga",
"MX","MagnaChip Semiconductor Corporation","8.6","$291.42M","2011","Technology","Semiconductors","http://www.nasdaq.com/symbol/mx",
"MH^A","Maiden Holdings, Ltd.","25.67","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mh^a",
"MH^C","Maiden Holdings, Ltd.","25.87","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mh^c",
"MHLA","Maiden Holdings, Ltd.","25.94","n/a","2016","n/a","n/a","http://www.nasdaq.com/symbol/mhla",
"MHNB.CL","Maiden Holdings, Ltd.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mhnb.cl",
"MHNC","Maiden Holdings, Ltd.","26.6985","n/a","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mhnc",
"MAIN","Main Street Capital Corporation","38.52","$2.15B","2007","n/a","n/a","http://www.nasdaq.com/symbol/main",
"MSCA","Main Street Capital Corporation","26.0943","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/msca",
"MMD","MainStay DefinedTerm Municipal Opportunities Fund","19.74","$543.93M","2012","n/a","n/a","http://www.nasdaq.com/symbol/mmd",
"MNK","Mallinckrodt plc","43.28","$4.3B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mnk",
"MZF","Managed Duration Investment Grade Municipal Fund","13.74","$93.44M","2003","n/a","n/a","http://www.nasdaq.com/symbol/mzf",
"MANU","Manchester United Ltd.","17.3","$2.84B","2012","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/manu",
"MTW","Manitowoc Company, Inc. (The)","5.91","$830.58M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/mtw",
"MN","Manning & Napier, Inc.","4.75","$71.51M","2011","Finance","Investment Managers","http://www.nasdaq.com/symbol/mn",
"MAN","ManpowerGroup","101.81","$6.83B","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/man",
"MFC","Manulife Financial Corp","17.61","$34.81B","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/mfc",
"MRO","Marathon Oil Corporation","13.52","$11.49B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mro",
"MPC","Marathon Petroleum Corporation","52.82","$27.4B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/mpc",
"MMI","Marcus & Millichap, Inc.","24.41","$929.42M","2013","Finance","Real Estate","http://www.nasdaq.com/symbol/mmi",
"MCS","Marcus Corporation (The)","33.85","$940.02M","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/mcs",
"MRIN","Marin Software Incorporated","1.4","$55.19M","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/mrin",
"MPX","Marine Products Corporation","13.35","$466.68M","n/a","Capital Goods","Marine Transportation","http://www.nasdaq.com/symbol/mpx",
"HZO","MarineMax, Inc.","18.05","$473.26M","1998","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/hzo",
"MKL","Markel Corporation","967.57","$13.49B","1986","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mkl",
"VAC","Marriot Vacations Worldwide Corporation","116.15","$3.15B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/vac",
"MMC","Marsh & McLennan Companies, Inc.","76.37","$39.27B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/mmc",
"MLM","Martin Marietta Materials, Inc.","227.76","$14.3B","1994","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/mlm",
"MAS","Masco Corporation","37","$11.82B","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/mas",
"DOOR","Masonite International Corporation","75.4","$2.25B","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/door",
"MTZ","MasTec, Inc.","41.3","$3.42B","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/mtz",
"MA","Mastercard Incorporated","121.63","$134.87B","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ma",
"MTDR","Matador Resources Company","23.89","$2.39B","2012","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mtdr",
"MTRN","Materion Corporation","34.6","$691.53M","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/mtrn",
"MATX","Matson, Inc.","30.03","$1.29B","n/a","Consumer Services","Marine Transportation","http://www.nasdaq.com/symbol/matx",
"MLP","Maui Land & Pineapple Company, Inc.","17.05","$324.16M","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/mlp",
"MMS","Maximus, Inc.","62.4","$4.04B","1997","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/mms",
"MXL","MaxLinear, Inc","31.55","$2.07B","2010","Technology","Semiconductors","http://www.nasdaq.com/symbol/mxl",
"MBI","MBIA, Inc.","8.23","$1.07B","1987","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mbi",
"MNI","McClatchy Company (The)","9.28","$70.73M","1988","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/mni",
"MKC","McCormick & Company, Incorporated","104.48","$13.03B","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/mkc",
"MKC.V","McCormick & Company, Incorporated","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mkc.v",
"MDR","McDermott International, Inc.","6.21","$1.76B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/mdr",
"MCD","McDonald&#39;s Corporation","149.86","$122.15B","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/mcd",
"MUX","McEwen Mining Inc.","2.68","$835.81M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mux",
"MCK","McKesson Corporation","161.2","$34B","n/a","Health Care","Other Pharmaceuticals","http://www.nasdaq.com/symbol/mck",
"MDU","MDU Resources Group, Inc.","27.31","$5.33B","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/mdu",
"MJN","Mead Johnson Nutrition Company","89.29","$16.4B","2009","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/mjn",
"MTL","Mechel PAO","5.25","$1.09B","2004","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/mtl",
"MTL^","Mechel PAO","0.86","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mtl^",
"MRT","MedEquities Realty Trust, Inc.","11.85","$376.53M","2016","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mrt",
"MPW","Medical Properties Trust, Inc.","12.8","$4.66B","2005","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mpw",
"MED","MEDIFAST INC","41.57","$495.81M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/med",
"MCC","Medley Capital Corporation","6","$326.85M","2011","n/a","n/a","http://www.nasdaq.com/symbol/mcc",
"MCV","Medley Capital Corporation","25.485","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mcv",
"MCX","Medley Capital Corporation","25.83","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/mcx",
"MDLQ","Medley LLC","24.98","n/a","2017","Finance","Investment Managers","http://www.nasdaq.com/symbol/mdlq",
"MDLX","Medley LLC","24.1299","n/a","2016","Finance","Investment Managers","http://www.nasdaq.com/symbol/mdlx",
"MDLY","Medley Management Inc.","5.75","$166.59M","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/mdly",
"MD","Mednax, Inc","54.89","$5.11B","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/md",
"MDT","Medtronic plc","85.09","$116.48B","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/mdt",
"MRK","Merck & Company, Inc.","64.92","$177.57B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mrk",
"MCY","Mercury General Corporation","55.66","$3.08B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mcy",
"MDP","Meredith Corporation","54.25","$2.42B","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/mdp",
"MTH","Meritage Corporation","40.35","$1.63B","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/mth",
"MTOR","Meritor, Inc.","16","$1.42B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/mtor",
"MER^K","Merrill Lynch & Co., Inc.","25.66","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mer^k",
"MER^P","Merrill Lynch & Co., Inc.","26.53","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mer^p",
"PIY","Merrill Lynch Depositor, Inc.","25.19","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/piy",
"MTR","Mesa Royalty Trust","14.85","$27.67M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mtr",
"MSB","Mesabi Trust","14.15","$185.65M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/msb",
"MEI","Methode Electronics, Inc.","40.25","$1.48B","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/mei",
"MET","MetLife, Inc.","51.05","$54.93B","2000","Finance","Life Insurance","http://www.nasdaq.com/symbol/met",
"MET^A","MetLife, Inc.","25.26","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/met^a",
"MTD","Mettler-Toledo International, Inc.","578.4","$14.94B","1997","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/mtd",
"MXE","Mexico Equity and Income Fund, Inc. (The)","11.1401","$81.88M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mxe",
"MXF","Mexico Fund, Inc. (The)","16.87","$253.52M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mxf",
"MFA","MFA Financial, Inc.","8.33","$3.11B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mfa",
"MFA^B","MFA Financial, Inc.","25.58","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mfa^b",
"MFO","MFA Financial, Inc.","25.5803","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mfo",
"MFCB","MFC Bancorp Ltd.","1.61","$100.93M","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/mfcb",
"MCR","MFS Charter Income Trust","8.75","$450.64M","1989","n/a","n/a","http://www.nasdaq.com/symbol/mcr",
"MGF","MFS Government Markets Income Trust","4.93","$160.72M","1987","n/a","n/a","http://www.nasdaq.com/symbol/mgf",
"MIN","MFS Intermediate Income Trust","4.3","$506.25M","1988","n/a","n/a","http://www.nasdaq.com/symbol/min",
"MMT","MFS Multimarket Income Trust","6.27","$469.67M","1987","n/a","n/a","http://www.nasdaq.com/symbol/mmt",
"MFM","MFS Municipal Income Trust","7.13","$293.67M","1986","n/a","n/a","http://www.nasdaq.com/symbol/mfm",
"MFV","MFS Special Value Trust","6.2099","$43.99M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mfv",
"MTG","MGIC Investment Corporation","10.84","$4.02B","1991","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mtg",
"MGP","MGM Growth Properties LLC","27.99","$1.61B","2016","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mgp",
"MGM","MGM Resorts International","31.82","$18.29B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/mgm",
"KORS","Michael Kors Holdings Limited","36.76","$5.97B","2011","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/kors",
"MAA","Mid-America Apartment Communities, Inc.","101.13","$11.49B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/maa",
"MAA^I","Mid-America Apartment Communities, Inc.","64.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/maa^i",
"MSL","MidSouth Bancorp","14.05","$159.94M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/msl",
"MPO","MIDSTATES PETROLEUM COMPANY, INC.","17.29","$433.37M","2016","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mpo",
"MCRN","Milacron Holdings Corp.","17.45","$1.21B","2015","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mcrn",
"MLR","Miller Industries, Inc.","25.45","$288.91M","n/a","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/mlr",
"HIE","Miller/Howard High Income Equity Fund","13.4393","$180.33M","2014","n/a","n/a","http://www.nasdaq.com/symbol/hie",
"MTX","Minerals Technologies Inc.","72.75","$2.55B","1992","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/mtx",
"MP^D","Mississippi Power Company","25.3845","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mp^d",
"MG","Mistras Group Inc","20.81","$592.84M","2009","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/mg",
"MTU","Mitsubishi UFJ Financial Group Inc","6.24","$83.8B","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/mtu",
"MIXT","MiX Telematics Limited","6.8","$152.93M","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mixt",
"MFG","Mizuho Financial Group, Inc.","3.55","$45.03B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mfg",
"MBT","Mobile TeleSystems OJSC","9.14","$8.93B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/mbt",
"MBLY","Mobileye N.V.","61.8","$13.72B","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mbly",
"MODN","Model N, Inc.","12.85","$370.1M","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/modn",
"MOD","Modine Manufacturing Company","15.2","$761.08M","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/mod",
"MC","Moelis & Company","36.75","$981.17M","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/mc",
"MHK","Mohawk Industries, Inc.","235.89","$17.53B","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/mhk",
"MOH","Molina Healthcare Inc","66.87","$3.81B","2003","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/moh",
"TAP","Molson Coors Brewing  Company","95.78","$15.59B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/tap",
"TAP.A","Molson Coors Brewing  Company","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tap.a",
"MNR","Monmouth Real Estate Investment Corporation","14.82","$1.08B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/mnr",
"MNR^B","Monmouth Real Estate Investment Corporation","25.016","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mnr^b",
"MNR^C","Monmouth Real Estate Investment Corporation","25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mnr^c",
"MORE          ","Monogram Residential Trust, Inc.","9.71","$1.62B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/more",
"MON","Monsanto Company","116.78","$51.24B","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/mon",
"MCO","Moody&#39;s Corporation","117.11","$22.4B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mco",
"MOG.A","Moog Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mog.a",
"MOG.B","Moog Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mog.b",
